nr;datum;Nederlands;Grieks;woordsoort;nota;thema
0326;;uit Engeland;από την Αγγλία;plaatsnaam;;geografie, cultuur
0327;;uit Spanje;από την Ισπανία;plaatsnaam;;geografie, cultuur
0328;;uit China;από την Κίνα;plaatsnaam;;geografie, cultuur
0329;;uit Amerika;από την Αμερική;plaatsnaam;;geografie, cultuur
0330;;uit Nederland;από την Ολλανδία;plaatsnaam;;geografie, cultuur
0331;;uit Denemarken;από την Δανία;plaatsnaam;;geografie, cultuur
0332;;uit Canada;από τον Καναδά;plaatsnaam;;geografie, cultuur
0333;;uit Mexico;από το Μεξικό;plaatsnaam;;geografie, cultuur
0334;;uit Hongarije;από την Ουγγαρία;plaatsnaam;;geografie, cultuur
0335;;uit Ierland;από την Ιρλανδία;plaatsnaam;;geografie, cultuur
0336;;Aangenaam, meneer Dallaras! Hoe maakt u het?;Χαίρετε, κύριε Νταλάρα! Πώς είστε;zin;vraagzin;converseren, uitdrukkingen
0337;;Waar woon je?;Που μένεις;;vraagzin;;converseren
0338;;Ik woon in België, in Leuven.;Μένω στο Βέλγιο, στο Λοβάνι.;zin;;geografie, cultuur
0339;;in Antwerpen;στην Αντβέρπια, στο Antwerpen;plaatsnaam;;geografie, cultuur
0340;;in Thessaloniki;στην Θεσσαλονίκη;plaatsnaam;;geografie, cultuur
0341;;in Nafplio;στο Ναύπλιο;plaatsnaam;;geografie, cultuur
0342;;in Volos;στον Βόλο;plaatsnaam;;geografie, cultuur
0343;;in Rome;στην Ρώμη;plaatsnaam;;geografie, cultuur
0344;;Kent u Grieks?， Spreekt u Grieks?;Ξέρετε ελληνικά;;zin;vraagzin;converseren
0345;;Nee, ik weet het niet, maar ik begrijp het een beetje!;Όχι, δεν ξέρω, μα καταλαβαίνω λίγο!;zin;;converseren, uitdrukkingen
0346;;Frans;(τα) γαλλικά;eigennaam;;converseren
0347;;Engels;(τα) αγγλικά;eigennaam;;converseren
0348;;Duits;(τα) γερμανικά;eigennaam;;converseren
0349;;Vlaams;(τα) φλαμανδικά;eigennaam;;converseren
0350;;Nederlands;(τα) ολλανδικά;eigennaam;;converseren
0351;;Spaans;(τα) ισπανικά;eigennaam;;converseren
0352;;Italiaans;(τα) ιταλικά;eigennaam;;converseren
;;;τα ελληνικά;;;
0353;;Russisch;(τα) ρωσικά;eigennaam;;converseren
0354;;Chinese;(τα) κινέζικα;eigennaam;;converseren
0355;;Arabisch;(τα) αραβικά;eigennaam;;converseren
0356;;Alles [is] duidelijk!;Όλα καθαρά!;zin;uitdr.;converseren, uitdrukkingen
0357;;Op wie wacht je?;Ποιον περιμένεις;;zin;vraagzin;converseren
0358;;Ik wacht op Vangelis.;Περιμένω τον Βαγγέλη.;zin;;converseren
0359;;kind;(το) παιδί;znw.;;relaties, converseren
0360;;meisje;(το) κορίτσι;znw.;;relaties, converseren
0361;;Wat wil je?;Τι θέλεις;;zin;vraagzin;converseren
0362;;Ik wil koffie.;Θέλω έναν καφέ.;zin;;voedsel, dingen
0363;;een frapé;έναν φραπέ;znw.;;voedsel, dingen
0364;;een melk;ένα γάλα;znw.;;voedsel, dingen
0365;;een (flesje) water(tje);ένα νερό;znw. groep;;voedsel, dingen
0366;;een thee;ένα τσάι;znw. groep;;voedsel, dingen
0367;;een limonade;μια λεμονάδα;znw.;;voedsel, dingen
0368;;een ijsje;ένα παγωτό;znw.;;voedsel, dingen
0369;;een fètagebak;μια τυρόπιτα;znw.;;voedsel, dingen
0370;;een baklavas;έναν μπακλαβά;znw.;;voedsel, dingen
0371;;een sinaasappelsap;έναν χυμό πορτοκάλι;znw.;;voedsel, dingen
0372;;Heeft u een probleem?;Έχετε (κανένα) πρόβλημα;;zin;vraagzin;
0373;2025-02-25;auto(mobiel)， wagen;(το) αυτοκίνητο - (τα) αυτοκίνητα;znw.;;reizen, routines
0374;;mobieltje， mobiele telefoon， gsm;(το) κινητό;znw.;;converseren
0375;2025-04-22;telefoon;(το) τηλέφωνο - (τα) τηλέφωνα;znw.;;dingen
0376;;krant;(η) εφημερίδα;znw.;;converseren
0377;;No stress!， Geen zorgen!;Όχι άγχος!;uitdr.;;emoties, behoeftes
0378;2025-02-25;schip;(το) πλοίο;znw.;;reizen, routines
0379;2025-02-11;eerst;πρώτος -η -ο;telw.;;hoeveelheden, meten
0380;2025-02-11;tweede;δεύτερος -η -ο;telw.;;hoeveelheden, meten
0381;;twee;δύο;telw.;;hoeveelheden, meten
0382;;drie;τρεις τρεις τρία;telw.;;hoeveelheden, meten
0383;;vier;τέσσερις τέσσερις τέσσερα;telw.;;hoeveelheden, meten
0384;;zes;έξι;telw.;;hoeveelheden, meten
;;;επτά / εφτά;;;
0385;;zeven;επτά;telw.;;hoeveelheden, meten
;;;οκτώ / οχτώ;;;
0386;;acht;οκτώ;telw.;;hoeveelheden, meten
;;;εννέα / εννιά;;;
0387;;negen;εννέα;telw.;;hoeveelheden, meten
;;;δέκα;;;
0388;;tien;δέκα;telw.;;hoeveelheden, meten
;;;έντεκα;;;
;;;δώδεκα;;;
0389;;Hoe laat is het?;Τι ώρα είναι;;zin;vraagzin;kalender, meten
0390;;minuut;(το) λεπτό - (τα) λεπτά;znw.;;kalender, meten
0391;;seconde;το δευτερόλεπτο;znw.;;kalender, meten
0392;;¹het vierde (deel)， kwart ²kwartier;το τέταρτο;znw.;;kalender, meten
0393;;het halfuur;η μισή ώρα;znw.;;kalender, meten
0394;;¹half， halve ²helft;μισός -ή -ό;bnw.;;hoeveelheden, meten
0395;;Het is kwart over tien.;Είναι δέκα και τέταρτο.;zin;;kalender, meten
0396;;Het is twee voor tien.;Είναι δύο παρά δέκα.;zin;;kalender, meten
0397;;Het is precies drie uur.;Έιναι τρεις η ώρα ακριβώς.;zin;;kalender, meten
0398;;01:30;Είναι μία και μισή.;zin;;kalender, meten
0399;;02:40 (twintig voor drie);τρεις παρά είκοσι;zin;;kalender, meten
0400;;03:45 (kwart voor vier);τέσσερις παρά τέταρτο;zin;;kalender, meten
0401;;zesenvijftig kilometer;πενήντα έξι χιλιόμετρα;zin;;hoeveelheden, meten
0402;;Eretria;η Ερέτρια;plaatsnaam;;geografie, cultuur
0403;;Thebe;η Θήβα;plaatsnaam;;geografie, cultuur
0404;;Keratea;η Κερατέα;plaatsnaam;;geografie, cultuur
0405;;Kineta;η Κινέτα;plaatsnaam;;geografie, cultuur
0406;;Megara;τα Μέγαρα;plaatsnaam;;geografie, cultuur
0407;;Boyati;το Μπογιάτι;plaatsnaam;;geografie, cultuur
0408;;ik werd meegenomen;¹πάρθηκα ²με πήραν;ww.;passief;reizen, routines
0409;;Piraeus;ο Πειραιάς;plaatsnaam;;geografie, cultuur
0410;;Rafina;η Ραφήνα;plaatsnaam;;geografie, cultuur
0411;;Vasiline;τα Βασιλικά;plaatsnaam;;geografie, cultuur
0412;;Berria;η Βέρροια;plaatsnaam;;geografie, cultuur
0413;;Epanomi;η Επανομή;plaatsnaam;;geografie, cultuur
0414;;Kilkis;το Κιλκίς;plaatsnaam;;geografie, cultuur
0415;;Naoussa;η Νάουσα;plaatsnaam;;geografie, cultuur
0416;;Serres;οι Σέρρες;plaatsnaam;;geografie, cultuur
0417;;kilometerafstanden;τις χιλιομετρικές αποστάσεις;znw.;;hoeveelheden, meten
0418;;bibliotheek;(η) βιβλιοθήκη;znw.;;beroepen, maatschappij
0419;2025-02-18;bioscoop， cinema;(το) σινεμά， (ο) κινηματογράφος;znw.;;tijd, meten
0420;;Briljant!;Λαμπρά!;uitdr.;;emoties, behoeftes
0421;2025-02-18;banketbakkerij;(το) ζαχαροπλαστείο;znw.;;voedsel, dingen
0422;;professor;(ο) καθηγητής， (η) καθηγήτρια;znw.;;beroepen, maatschappij
0423;;leerling;(ο) μαθήτης - (οι) μαθητές;znw.;;beroepen, maatschappij
0424;;directeur;(ο) διευθυντής;znw.;;beroepen, maatschappij
0425;2025-03-11;¹werk， baan， job ²klus;¹(η) δουλειά - (οι) δουλειές ²(η) εργασία;znw.;;beroepen, maatschappij
0426;;hoeveel;πόσον, πόσα;bijw.;vraagw.;hoeveelheden, meten
0427;;op zondag;την Κυριακή;bijw.;;kalender, meten
0428;;op maandag;την Δευτέρα;znw.;;kalender, meten
0429;2025-02-11;op zaterdag;το Σάββατο;znw.;;kalender, meten
0430;;voorbeeld;(το) παράδειγμα;znw.;;grammatica
0431;;werkwoord;το ρήμα;znw.;;grammatica
0432;;¹bijvoeglijke bepalingen ²aanvullingen ³supplementen;(τα) συμπληρώματα;znw.;;grammatica
0433;;invullen， aanvullen;συμπληρώνω;ww.;;grammatica
0434;;kiezen;διαλέγω;ww.;;grammatica
0435;;het juiste;το σωστό;znw.;;
0436;2025-02-25;¹tafeltje， tabletje ²schilderij;(ο) πίνακας - (οι) πίνακες;znw.;;dingen
;;;υπάρχω;;;
;;;(το) πάρκιγκ;;;
0437;;klokken;τα ρολόγια;znw.;;dingen
0438;;Kijk!;Κοιτάξτε!;ww.;imp.;grammatica
0439;;Vraagt!;Ρωτήστε!;ww.;imp.;grammatica
0440;;Spreekt op!;Μιλήστε!;ww.;imp.;grammatica
0441;;met je buurman;με τον διπλανό σας;zin;;tijd, meten
0442;2025-02-11;sleutel;(το) κλειδί - (τα) κλειδιά;znw.;;wonen, routines
0443;;de fout;το λάθος;znw.;;
0444;;wachten;περιμένω;ww.;;grammatica
0445;;onze ouders;οι γονείς μας;znw.;;relaties, converseren
0446;;onze grootvader;ο παππούς μας;znw.;;relaties, converseren
0447;;je grootmoeder;η γιαγιά σας;znw.;;relaties, converseren
0448;;mijn vader;ο πατέρας μου;znw.;;relaties, converseren
0449;;je moeder;η μητέρα σου;znw.;;relaties, converseren
0450;;zijn zus;η αδελφή του;znw.;;relaties, converseren
0451;;haar broer;ο αδελφός της;znw.;;relaties, converseren
0452;;mijn man;ο σύζυγος μου;znw.;;relaties, converseren
0453;;mijn vrouw;η γυναίκα μου;znw.;;relaties, converseren
0454;;haar man;ο άνδρας της;znw.;;relaties, converseren
0455;;jij bent;εσύ είσαι;ww.;;grammatica
0456;;zij is;αυτή είναι;ww.;;grammatica
0457;;wij zijn;εμείς είμαστε;ww.;;grammatica
0458;;u bent， jullie zijn;εσείς είσ(ασ)τε;ww.;;grammatica
0459;;dit zijn;αυτές είναι;ww.;;grammatica
0460;;hebben;έχω - έχεις, έχει, έχουμε, έχετε, έχουν;ww.;;grammatica
0461;;je hebt;έχεις;ww.;;grammatica
0462;;hij/zij/het heeft;έχει;ww.;;grammatica
0463;;wij hebben;έχουμε;ww.;;grammatica
0464;;u heeft， jullie hebben;έχετε;ww.;;grammatica
0465;;zij hebben;έχουν(ε);ww.;;grammatica
0466;2025-03-25;ik blijf;μένω - μένεις, μένει, μένουμε, μένετε, μένουν(ε);ww.;;grammatica
0467;;weten;ξέρω - ξέρεις, ξέρει, ξέρουμε, ξέρετε, ξέρουν;ww.;;grammatica
0468;;begrijpen;καταλαβαίνω - καταλαβαίνεις, καταλαβαίνει, καταλαβαίνουμε, καταλαβαίνετε, καταλαβαίνουν;ww.;;grammatica
0469;;Leest!;Διαβάστε!;ww.;imp.;beroepen, maatschappij
0470;;leren;μαθαίνω - μαθαίνεις, μαθαίνει, μαθαίνουμε, μαθαίνετε, μαθαίνουν;ww.;;beroepen, maatschappij
0471;;drinken;πίνω - πίνεις, πίνει, πίνουμε, πίνετε, πίνουν;ww.;;voedsel, dingen
0472;;Londen;το Λονδίνο;plaatsnaam;;geografie, cultuur
0473;;Madrid;η Μαδρίτη;plaatsnaam;;geografie, cultuur
0474;;Caïro;το Κάιρο;plaatsnaam;;geografie, cultuur
0475;;Mexico;το Μεξικό;plaatsnaam;;geografie, cultuur
0476;2025-02-11;Italië;η Ιταλία;plaatsnaam;;geografie, cultuur
0477;2025-02-11;België;το Βέλγιο;plaatsnaam;;geografie, cultuur
0478;;Iran;το Ιράν;plaatsnaam;;geografie, cultuur
0479;;China;(η) Κίνα;plaatsnaam;;geografie, cultuur
0480;;Egypte;η Αίγυπτος;plaatsnaam;;geografie, cultuur
0481;;Tokio ligt in Japan;το Τόκιο είναι στην Ιαπωνία;zin;;geografie, cultuur
0482;;Boedapest ligt in Hongarije;η Βουδαπέστη είναι στην Ουγγαρία;zin;;geografie, cultuur
0483;;Moskou ligt in Rusland;η Μόσχα είναι στην Ρωσία;zin;;geografie, cultuur
0484;;Calcutta ligt in India in Azië;η Καλκούτα είναι στην Ινδία στην Ασία;zin;;geografie, cultuur
0485;;in Europa;στην Ευρώπη;plaatsnaam;;geografie, cultuur
0486;;Japans;(τα) γιαπωνέζικα;eigennaam;;converseren
0487;;Peking in China;το Πεκίνο στην Κίνα;plaatsnaam;;geografie, cultuur
0488;;Marseille in Frankrijk;(η) Μασσαλία στην Γαλλία;plaatsnaam;;geografie, cultuur
0489;;Jordanië;η Ιορδανία;plaatsnaam;;geografie, cultuur
0490;;Canada;ο Καναδάς;plaatsnaam;;geografie, cultuur
0491;;Griekenland;η Ελλάδα;plaatsnaam;;geografie, cultuur
0492;;Libanon;ο Λίβανος;plaatsnaam;;geografie, cultuur
0493;;Syrië;η Συρία;plaatsnaam;;geografie, cultuur
0494;;Roemenië;η Ρουμανία;plaatsnaam;;geografie, cultuur
0495;;Zwitserland;η Ελβετία;plaatsnaam;;geografie, cultuur
0496;;Argentinië;η Αργεντινή;plaatsnaam;;geografie, cultuur
0497;;Australië;η Αυστραλία;plaatsnaam;;geografie, cultuur
0498;;Portugal;η Πορτογαλία;plaatsnaam;;geografie, cultuur
0499;;Cyprus;η Κύπρος;plaatsnaam;;geografie, cultuur
0500;;Rhodos;η Ρόδος;plaatsnaam;;geografie, cultuur
0501;;Delos;η Δήλος;plaatsnaam;;geografie, cultuur
0502;;Samos;η Σάμος;plaatsnaam;;geografie, cultuur
0503;;Paros;η Πάρος;plaatsnaam;;geografie, cultuur
0504;;Poros;ο Πόρος;plaatsnaam;;geografie, cultuur
0505;;Verenigde Staten (van Amerika) (VS);(οι) Ηνωμένες Πολιτείες (της Αμερικής) (ΗΠΑ);plaatsnaam;;geografie, cultuur
0506;;Alstublieft, hoeveel kost het?;Παρακαλώ, πόσο κάνει;;vraagzin;;hoeveelheden, meten
0507;2025-02-25;luchthaven;(το) αεροδρόμιο - (τα) αεροδρόμια;znw.;;reizen, routines
;;;Είμαι στο σπίτι με την Τζούλια.;;;
0508;2025-02-25;vliegtuig;(το) αεροπλάνο - (τα) αεροπλάνα;znw.;;reizen, routines
0509;;Welkom, Theodoor!;Καλώς όρισες, Θόδωρο!;uitdr.;;converseren, uitdrukkingen
0510;;Christina is klaar.;Η Χριστίνα είναι έτοιμη.;zin;;
0511;;Wie is er aan de telefoon?;Ποιος είναι στο τηλέφωνο;;zin;vraagzin;converseren
0512;;Ik wil een wijn!;Θέλω ένα κρασί!;zin;;voedsel, dingen
0513;;Waar gaat Andreas heen?;Πού πάει ο Αντρέας;;zin;vraagzin;converseren
0514;;zeg jij;λες;ww.;;converseren
0515;;wij zeggen;λέμε;ww.;;converseren
0516;;mama;(η) μαμά - (οι) μαμάδες;znw.;;relaties, converseren
0517;;student zijn;σπουδάζω;ww.;;beroepen, maatschappij
0518;;werken;δουλεύω - δουλεύεις, δουλεύει, δουλεύουμε, δουλεύετε, δουλεύουν;ww.;;beroepen, maatschappij
0519;;taxi-wachten;περιμένω ταξί;zin;;reizen, routines
0520;;het bier;η μπίρα;znw.;;voedsel, dingen
0521;2025-04-29;kip;¹(η) κότα - (οι) κότες ²(το) κοτόπουλο;znw.;;natuur, voedsel, dingen
0522;;Ares;(ο) Άρης;eigennaam;;geografie, cultuur
0523;;Alice;(η) Αλίκη;eigennaam;;relaties, converseren
0524;;Andreotis;(ο) Αντρεότις;eigennaam;;relaties, converseren
0525;;heer;(ο) κύριος;znw.;;relaties, converseren
0526;;dame;(η) κύρια;znw.;;relaties, converseren
0527;2025-03-18;juffrouw;(η) δεσποινίς;znw.;;relaties, converseren
0528;;de Grondwet;(το) Σύνταγμα;znw.;;maatschappij
0529;;rechter;(ο) δικαστής;znw.;;beroepen, maatschappij
0530;;advocaat;(ο) δικηγόρος;znw.;;beroepen, maatschappij
0531;;Spreek met uw buurvrouw!;Μιλήστε με την διπλανή σας!;zin;;converseren, uitdrukkingen
0532;;Excuseer me, juffrouw, bent u getrouwd?;Συγνώμι δεσποινί, είσαστε παντρεμένη;;zin;vraagzin;relaties, converseren
0533;;Nee, ik ben vrijgezel, maar gescheiden.;Όχι, είμαι ελεύθερη, αλλά χωρισμένη.;zin;;relaties, converseren
0534;;Poeh poeh, ik ben een varkentje, geen (groot) varken…;Πω πω, είμαι χύρος, καί όχι γοιρος…;zin;;emoties, behoeftes
0535;;(Het was me) Aangenaam (kennis te hebben gemaakt)!;Χάρηκα!;uitdr.;bij afscheid na eerste kennismaking;converseren, uitdrukkingen
0536;;Maar ik heb een vriend.;Μα έχω φίλο.;zin;;relaties, converseren
0537;;¹vakgenoot， collega ²partner;(ο/η) σύντροφος;znw.;;relaties, converseren
0538;2025-03-11;duur;ακριβός -ή -ό;bnw.;;
0539;2025-02-11, 2025-02-18;precies;ακριβώς;bijw.;;
0540;;varken;(ο) χοίρος;znw.;;natuur
0541;2025-03-11;leuk， mooi;ωραίος -α -ο;bnw.;;emoties, behoeftes
0542;;mooi;όμορφη -ος -ο;bnw.;;emoties, behoeftes
0543;2025-03-11;lelijk， slecht;άσχημος -η -ο;bnw.;;
0544;;goed (bnw.);καλός -ή -ό;bnw.;;emoties, behoeftes
0545;2025-03-11;kwaadaardig， slecht;κακός -ή -ό;bnw.;moreel slecht;emoties, behoeftes
0546;;mannelijk;αρσενικός -ή -ό;bnw.;;grammatica
0547;;vrouwelijk (bnw.);θηλυκός -ή -ό;bnw.;;grammatica
0548;;in de taxi;στο ταξί;zin;;reizen, routines
0549;;in de klas;στην τάξη;zin;;beroepen, maatschappij
0550;;ze is gestorven;πέθανε;zin;;relaties, converseren
0551;;ik was;ήμουν;ww.;;grammatica
0552;;ik had;είχα;ww.;;grammatica
0553;;mountza (beledigend handgebaar);(η) μούντζα;znw.;;
0554;;gruwel;(το) ανάθεμα;znw.;;emoties, behoeftes
0555;;oom;(ο) θείος;znw.;;relaties, converseren
0556;;tante;(η) θεία;znw.;;relaties, converseren
0557;;zoon;(ο) γιός;znw.;;relaties, converseren
0558;;dochter;(η) κόρη - (οι) κόρες;znw.;;relaties, converseren
0559;;En hoe lang bent u hier al?;Και πόσον καιρό είστε εδώ;;zin;vraagzin;converseren
0560;2025-02-11, 2025-03-11;dag;(η) ήμερα, (η) μέρα - (οι) μέρες;znw.;;kalender, meten
0561;2025-02-11;week;(η) εβδομάδα;znw.;;kalender, meten
0562;;maand;ο μήνας;znw.;;kalender, meten
0563;2025-04-22;¹jaar ²tijd;(ο) χρόνος - (οι) χρόνοι;znw.;;kalender, meten
0564;;Werk je of studeer je?;Δουλεύεις ή σπουδάζεις;;zin;vraagzin;beroepen, maatschappij
0565;;voor， aan， om， naar;για + acc.;vz.;;grammatica
0566;;ik was te laat;άργησα;zin;;kalender, meten
0567;;je was te laat;άργησες;zin;;kalender, meten
0568;;Wel, wel!， Zeg, zeg!;Πω, πω!;uitdr.;;converseren, uitdrukkingen
0569;;dokter;(ο/η) γιατρός;znw.;;relaties, converseren
0570;;hotel;(το) ξενοδοχείο;znw.;;reizen, routines
0571;;Mijn naam is Joris. En de jouwe?;Με λένε Γιώργο. Κι εσένα;;zin;;relaties, converseren
0572;;directrice;(η) διευθύντρια;znw.;;beroepen, maatschappij
0573;;arbeider;(ο) εργάτης;znw.;;beroepen, maatschappij
0574;;arbeidster;(η) εργάτρια;znw.;;beroepen, maatschappij
0575;;schoolmeisje;(η) μαθήτρια;znw.;;beroepen, maatschappij
0576;;(universiteits-, hogeschool)student;(ο) φοιτητής;znw.;;beroepen, maatschappij
0577;;(universiteits-, hogeschool)studente;(η) φοιτήτρια;znw.;;beroepen, maatschappij
0578;;in het Vlaams;στα φλαμανδικά;zin;;converseren
0579;;Mijn zoon heet Michaël.;Τον γιο μου τον λένε Μιχάλη.;zin;;relaties, converseren
0580;;priester;(ο) παπάς;znw.;;relaties, converseren
0581;;elke dag， dagelijks;καθ' ημέρα, κάθε μέρα;bijw.;uitdr.;kalender, meten
0582;;in de Griekse les;στην τάξη Ελληνικών;zin;;beroepen, maatschappij
0583;;Natuurlijk!;Φυσικά!;bijw.;uitdr.;converseren, uitdrukkingen
0584;;vrij;ελεύθερος -η -ο;bnw.;;emoties, behoeftes
0585;;zonder;¹χώρις ²δίχως;vz.;;grammatica
0586;;gescheiden;χωρισμένος -η;bnw.;;relaties, converseren
