ID	Συχνότητα (Frequency)	‰	CEF level	Λήμμα (Lemma)	Πολυλεκτικό σύνολο (MWE)	Μέρος του Λόγου (Part of speech)	Μετάφραση (Translation)	Σχόλια μεταφραστή (Translator's comments)			
5556	0	0	C2	αναχαιτίζω		Ρήμα					
4199	1027	0,017877456	C1	αναχώρηση		Ουσιαστικό					
5154	752	0,013090406	C2	αναχωρώ		Ρήμα					
	0	0	C2	αναψυκτικό		Ουσιαστικό					
	0	0	C2	αναψυχή		Ουσιαστικό					
	0	0	C2	άνδρας		Ουσιαστικό					
2847	1717	0,0298886	B1	ανδρικός		Επίθετο					
1664	3487	0,060699796	A2	ανεβάζω		Ρήμα					
1028	6012	0,10465362	A2	ανεβαίνω		Ρήμα					
	0	0	C2	ανέβασμα		Ρήμα					
	0	0	C2	ανεγείρω		Ρήμα					
4650	880	0,015318561	C1	ανέγερση		Ουσιαστικό					
5123	763	0,013281888	C2	ανέκαθεν		Επίρρημα					
4089	1067	0,018573755	C1	ανέκδοτο		Ουσιαστικό					
5288	651	0,013851064	C2	ανέκδοτος		Επίθετο					
	0	0	C2	ανεκτικότητα		Ουσιαστικό					
	0	0	C2	ανελκυστήρας		Ουσιαστικό					
1853	3064	0,053336443	A2	άνεμος		Ουσιαστικό					
	0	0	C2	ανεμώδης		Επίθετο					
2728	1810	0,031507494	B1	ανεξαρτησία		Ουσιαστικό					
1659	3497	0,060873871	A2	ανεξάρτητα		Επίρρημα					
	0	0	C2	ανεξάρτητα 	ανεξάρτητα από	Επίρρημα					
1486	3999	0,069612413	A2	ανεξάρτητος		Επίθετο					
4647	880	0,015318561	C1	ανεξέλεγκτος		Επίθετο					
3012	1599	0,027834521	B2	ανεπάρκεια		Ουσιαστικό					
4759	846	0,014726707	C1	ανεπαρκής		Επίθετο					
	0	0	C2	ανέπαφος		Επίθετο					
4321	987	0,017181158	C1	ανεπιθύμητος		Επίθετο					
	0	0	C2	ανεπίσημος		Επίθετο					
5414	544	0,01334643	C2	ανεπτυγμένος		Επίθετο					
2351	2211	0,038487883	B1	ανεργία		Ουσιαστικό					
3279	1432	0,024927476	B2	άνεργος		Επίθετο					
2902	1672	0,029105265	B1	ανέρχομαι		Ρήμα					
2726	1816	0,031611939	B1	άνεση		Ουσιαστικό					
2930	1650	0,028722301	B2	άνετα		Επίρρημα					
3326	1406	0,024474882	B2	άνετος		Επίθετο					
2900	1675	0,029157487	B1	άνευ		Πρόθεση					
	0	0	C2	ανεφοδιάζω		Ρήμα					
	0	0	C2	ανέχεια		Ουσιαστικό					
3494	1311	0,022821174	B2	ανέχομαι		Ρήμα					
608	10025	0,174509738	A1	άνηθος, άνιθος		Ουσιαστικό					
3759	1185	0,020627834	B2	ανήκω		Ρήμα					
	0	0	C2	ανήλικος		Επίθετο					
5245	679	0,014446809	C2	ανήμπορος		Επίθετο					
2183	2404	0,041847522	B1	ανησυχητικός		Επίθετο					
	0	0	C2	ανησυχία		Ουσιαστικό					
2296	2269	0,039497516	B1	ανήσυχος		Επίθετο					
	0	0	C2	ανησυχώ		Ρήμα					
	0	0	C2	ανηφόρα		Ουσιαστικό					
	0	0	C2	ανθεκτικός		Επίθετο					
5002	789	0,013734482	C2	ανθίζω		Ρήμα					
3998	1096	0,019078571	C1	ανθοπωλείο		Ουσιαστικό					
5967	0	0	C2	άνθος		Ουσιαστικό					
3559	1280	0,022281543	B2	άνθρακας		Ουσιαστικό					
3262	1437	0,025014513	B2	ανθρωπιά		Ουσιαστικό					
	0	0	C2	ανθρώπινος		Επίθετο					
383	14933	0,259945528	A1	ανθρωπιστικός		Επίθετο					
4213	1024	0,017825234	C1	άνθρωπος		Ουσιαστικό					
60	69033	1,20168885	A1	ανθρωπότητα		Ουσιαστικό					
1875	3020	0,052570515	A2	ανίκανος		Επίθετο					
	0	0	C2	ανικανότητα		Ουσιαστικό					
3717	1199	0,020871539	B2	ανισότητα		Ουσιαστικό					
4781	841	0,01463967	C1	ανίχνευση		Ουσιαστικό					
4311	990	0,017233381	C1	ανιχνευτής		Ουσιαστικό					
4432	943	0,01641523	C1	ανιχνεύω		Ρήμα					
5152	752	0,013090406	C2	ανιψιά, ανηψιά		Ουσιαστικό					
4580	901	0,015684117	C1	ανιψιός, ανηψιός		Ουσιαστικό					
2588	1962	0,034153427	B1	άνοδος		Ουσιαστικό					
	0	0	C2	ανοησία		Ουσιαστικό					
	0	0	C2	ανόητα		Επίρρημα					
3835	1150	0,020018573	B2	ανόητος		Επίθετο					
2148	2480	0,043170489	B1	άνοιγμα		Ουσιαστικό					
362	15466	0,269223701	A1	ανοίγω		Ρήμα					
	0	0	C2	ανοικοδομώ		Ρήμα					
3061	1560	0,02715563	B2	ανοικτά		Επίρρημα					
2070	2607	0,045381236	B1	άνοιξη		Ουσιαστικό					
	0	0	C2	ανοιξιάτικος		Επίθετο					
692	8671	0,150940043	A1	ανοιχτός, ανοικτός		Επίθετο					
	0	0	C2	ανομοιογενής		Επίθετο					
	0	0	C2	άνομος		Επίθετο					
	0	0	C2	άνοστος		Επίθετο					
3541	1289	0,02243821	B2	ανοχή		Ουσιαστικό					
	0	0	C2	ανταγωνίζομαι		Ρήμα					
5744	0	0	C2	ανταγωνίσιμος							
1861	3051	0,053110146	A2	ανταγωνισμός		Ουσιαστικό					
	0	0	C2	ανταγωνιστής		Ουσιαστικό					
3025	1587	0,027625631	B2	ανταγωνιστικός		Επίθετο					
5112	764	0,013299296	C2	ανταγωνιστικότητα		Ουσιαστικό					
2252	2328	0,040524556	B1	ανταλλαγή		Ουσιαστικό					
5139	758	0,013194851	C2	αντάλλαγμα		Ουσιαστικό					
4599	895	0,021957821	C1	ανταλλακτικό		Ουσιαστικό					
3874	1140	0,019844499	B2	ανταλλάσσω, ανταλλάζω		Ρήμα					
	0	0	C2	ανταμείβω		Ρήμα					
	0	0	C2	ανταμοιβή		Ουσιαστικό					
	0	0	C2	αντανάκλαση		Ουσιαστικό					
3851	1147	0,019966351	B2	αντανακλώ		Ρήμα					
1939	2862	0,049820137	A2	ανταποκρίνομαι		Ρήμα					
5224	700	0,014893617	C2	ανταποκριτής		Ουσιαστικό					
	0	0	C2	ανταρσία		Ουσιαστικό					
4842	824	0,014343743	C1	αντάρτης		Ουσιαστικό					
	0	0	C2	άντε		Επιφώνημα					
	0	0	C2	αντεπεξέρχομαι		Ρήμα					
5031	781	0,016617021	C2	αντεπίθεση		Ουσιαστικό					
1305	4586	0,079830589	A2	αντέχω		Ρήμα					
5584	0	0	C2	αντηχώ		Ρήμα					
632	9550	0,166241197	A1	αντί		Πρόθεση					
4526	917	0,015962636	C1	αντιγραφή		Ουσιαστικό					
2522	2016	0,03509343	B1	αντίγραφο		Ουσιαστικό					
3218	1461	0,025432292	B2	αντιγράφω		Ρήμα					
907	6795	0,118283658	A1	αντίδραση		Ουσιαστικό					
	0	0	C2	αντιδραστήρας		Ουσιαστικό					
5024	783	0,013630037	C2	αντιδραστικός		Επίθετο					
1829	3115	0,054224223	A2	αντιδρώ		Ρήμα					
1278	4693	0,081693187	A2	αντίθεση		Ουσιαστικό					
807	7538	0,131217397	A1	αντίθετα		Επίρρημα					
1036	5937	0,103348061	A2	αντίθετος		Επίθετο					
	0	0	C2	αντιθέτως		Σύνδεσμος					
4732	856	0,021000999	C1	αντίκα		Ουσιαστικό					
1493	3982	0,069316486	A2	αντικαθιστώ		Ρήμα					
3087	1549	0,026964148	B2	αντικατάσταση		Ουσιαστικό					
	0	0	C2	αντικατοπτρίζω		Ρήμα					
	0	0	C2	αντικατοπτρισμός		Ουσιαστικό					
2166	2421	0,042143449	B1	αντικειμενικός		Επίθετο					
551	10988	0,191273117	A1	αντικείμενο		Ουσιαστικό					
3578	1270	0,022107468	B2	αντικρίζω		Ρήμα					
	0	0	C2	αντίκτυπος		Ουσιαστικό					
1180	5159	0,089805061	A2	αντιλαμβάνομαι		Ρήμα					
4121	1058	0,018417088	C1	αντιληπτός		Επίθετο					
939	6548	0,113984016	A1	αντίληψη		Ουσιαστικό					
	0	0	C2	αντιλογία		Ουσιαστικό					
474	12512	0,217802079	A1	αντιμετωπίζω		Ρήμα					
1013	6086	0,105941772	A2	αντιμετώπιση		Ουσιαστικό					
4578	902	0,015701525	C1	αντιμέτωπος		Επίθετο					
	0	0	C2	αντίο		Επιφώνημα					
	0	0	C2	αντιπαθώ		Ρήμα					
1185	5147	0,089596172	A2	αντίπαλος		Επίθετο					
2824	1733	0,03016712	B1	αντιπαράθεση		Ουσιαστικό					
4515	920	0,019574468	C1	αντιπαραθέτω		Ρήμα					
	0	0	C2	αντίποινα		Ουσιαστικό					
2801	1747	0,030410824	B1	αντιπολίτευση		Ουσιαστικό					
3231	1455	0,025327847	B2	αντιπρόεδρος		Ουσιαστικό					
3789	1170	0,020366723	B2	αντιπροσωπεία		Ουσιαστικό					
5630	0	0	C2	αντιπροσώπευση		Ουσιαστικό					
4180	1036	0,018034124	C1	αντιπροσωπευτικός		Επίθετο					
2180	2409	0,041934559	B1	αντιπροσωπεύω		Ρήμα					
2217	2359	0,041064187	B1	αντιπρόσωπος		Ουσιαστικό					
3764	1182	0,020575612	B2	αντίρρηση		Ουσιαστικό					
1426	4174	0,072658718	A2	αντίσταση		Ουσιαστικό					
2845	1720	0,029940823	B1	αντιστέκομαι		Ρήμα					
1974	2783	0,048444948	B1	αντίστοιχα		Επίρρημα					
	0	0	C2	αντιστοιχία		Ουσιαστικό					
889	6871	0,119606624	A1	αντίστοιχος		Επίθετο					
2383	2165	0,03768714	B1	αντιστοιχώ		Ρήμα					
	0	0	C2	αντιστρατεύομαι		Ρήμα					
	0	0	C2	αντιστρέφω		Ρήμα					
4891	813	0,014152261	C1	αντίστροφα		Επίρρημα					
4698	865	0,015057449	C1	αντίστροφος		Επίθετο					
5899	0	0	C2	αντιτάσσομαι		Ρήμα					
	0	0	C2	αντιτίθεμαι		Ρήμα					
	0	0	C2	αντίτυπο		Ουσιαστικό					
3523	1293	0,022507839	B2	αντίφαση		Ουσιαστικό					
5971	0	0	C2	αντιφατικός		Επίθετο					
	0	0	C2	αντίχειρας		Ουσιαστικό					
4371	968	0,016850417	C1	αντλία		Ουσιαστικό					
4176	1038	0,018068938	C1	αντλώ		Ρήμα					
2682	1864	0,032447496	B1	αντοχή		Ουσιαστικό					
306	17538	0,305291948	A1	άντρας		Ουσιαστικό					
	0	0	C2	ανύπαντρος		Επίθετο					
3044	1572	0,027364519	B2	ανύπαρκτος		Επίθετο					
	0	0	C2	ανυπομονώ		Ρήμα					
	0	0	C2	ανυψώνω		Ρήμα					
821	7436	0,129441836	A1	άνω		Επίρρημα					
4015	1090	0,018974126	C1	ανωμαλία		Ουσιαστικό					
	0	0	C2	ανώμαλος		Επίθετο					
772	7879	0,137153339	A1	ανώνυμος		Επίθετο					
	0	0	C2	ανώτατος		Επίθετο					
654	9256	0,161123405	A1	ανώτερος		Επίθετο					
	0	0	C2	ανώφελα		Επίρρημα					
5753	0	0	C2	ανώφελος		Επίθετο					
4318	988	0,017198566	C1	αξεσουάρ		Ουσιαστικό					
449	12838	0,223476909	A1	αξία		Ουσιαστικό					
	0	0	C2	αξιαγάπητος		Επίθετο					
	0	0	C2	αξίζει 		Ρήμα					
822	7428	0,129302577	A1	αξίζω		Ρήμα					
1410	4241	0,073825017	A2	αξιολόγηση		Ουσιαστικό					
1903	2924	0,050899399	A2	αξιόλογος		Επίθετο					
2924	1654	0,028791931	B2	αξιολογώ		Ρήμα					
3310	1416	0,024648956	B2	αξιοπιστία		Ουσιαστικό					
3066	1557	0,027103408	B2	αξιόπιστος		Επίθετο					
2749	1797	0,031281197	B1	αξιοποίηση		Ουσιαστικό					
2390	2160	0,037600103	B1	αξιοποιώ		Ρήμα					
2977	1617	0,028147855	B2	αξιοπρέπεια		Ουσιαστικό					
4830	827	0,014395965	C1	αξιοπρεπής		Επίθετο					
2204	2376	0,041360113	B1	άξιος		Επίθετο					
	0	0	C2	αξιοσέβαστος		Επίθετο					
	0	0	C2	αξιοσημείωτα		Επίθετο					
5019	784	0,013647445	C2	αξιοσημείωτος		Επίθετο					
	0	0	C2	αξιότιμος		Επίθετο					
3318	1411	0,024561919	B2	αξίωμα		Ουσιαστικό					
1949	2835	0,049350135	B1	αξιωματικός		Επίθετο					
4043	1084	0,018869681	C1	αξιωματούχος		Ουσιαστικό					
4153	1047	0,022276596	C1	αξιώνω		Ρήμα					
4390	960	0,016711157	C1	αξίωση		Ουσιαστικό					
1673	3462	0,06026461	A2	άξονας		Ουσιαστικό					
3189	1480	0,025763034	B2	αόρατος		Επίθετο					
3071	1554	0,027051185	B2	αόριστος		Επίθετο					
	0	0	C2	απαγάγω		Ρήμα					
	0	0	C2	απαγορεύεται		Ρήμα					
	0	0	C2	απαγορευμένος		Μετοχή					
2514	2022	0,035197874	B1	απαγόρευση		Ουσιαστικό					
1123	5416	0,094278777	A2	απαγορεύω		Ρήμα					
	0	0	C2	απαγωγή		Ουσιαστικό					
	0	0	C2	απαίσιος		Επίθετο					
1099	5515	0,096002115	A2	απαίτηση		Ουσιαστικό					
5158	751	0,013072999	C2	απαιτητικός		Επίθετο					
3112	1533	0,026685629	B2	απαιτούμενος		Επίθετο					
493	12009	0,209046129	A1	απαιτώ		Ρήμα					
	0	0	C2	απαλείφω		Ρήμα					
4168	1042	0,018138568	C1	απαλλαγή		Ουσιαστικό					
	0	0	C2	απαλλάσσομαι		Ρήμα					
2428	2126	0,03700825	B1	απαλλάσσω		Ρήμα					
3373	1380	0,024022288	B2	απαλός		Επίθετο					
	0	0	C2	απάνθρωπος		Επίθετο					
304	17577	0,305970839	A1	απαντάω, απαντώ		Ρήμα					
198	23439	0,408013341	A1	απάντηση		Ουσιαστικό					
2375	2180	0,037948252	B1	απαράδεκτος		Επίθετο					
2727	1813	0,038574468	B1	απαραίτητα		Επίρρημα					
531	11314	0,196947947	A1	απαραίτητος		Επίθετο					
	0	0	C2	απαρίθμηση		Ουσιαστικό					
	0	0	C2	απαριθμώ		Ρήμα					
5936	0	0	C2	απασχολημένος		Επίθετο					
1499	3970	0,069107597	A2	απασχόληση		Ουσιαστικό					
5275	656	0,013957447	C2	απασχολούμενος		Επίθετο					
1419	4212	0,073320201	A2	απασχολώ		Ρήμα					
5459	510	0,012512278	C2	απατεώνας		Ουσιαστικό					
3070	1555	0,027068593	B2	απάτη		Ουσιαστικό					
5757	0	0	C2	απείθεια		Ουσιαστικό					
3135	1519	0,026441924	B2	απεικονίζω		Ρήμα					
3167	1500	0,026111183	B2	απεικόνιση		Ουσιαστικό					
1684	3435	0,059794608	A2	απειλή		Ουσιαστικό					
	0	0	C2	απειλητικός		Επίθετο					
2014	2698	0,046965314	B1	απειλώ		Ρήμα					
1895	2956	0,051456437	A2	άπειρος		Επίθετο					
5794	0	0	C2	απέλαση		Ουσιαστικό					
2573	1974	0,034362316	B1	απελευθερώνω		Ρήμα					
2003	2712	0,047209018	B1	απελευθέρωση		Ουσιαστικό					
5970	0	0	C2	απελπισία		Ουσιαστικό					
	0	0	C2	απελπισμένος		Μετοχή					
683	8730	0,151967083	A1	απέναντι		Επίρρημα					
3528	1291	0,022473025	B2	απέραντος		Επίθετο					
2714	1828	0,031820828	B1	απεργία		Ουσιαστικό					
	0	0	C2	απεργώ		Ρήμα					
4307	992	0,017268195	C1	απεριόριστος		Επίθετο					
	0	0	C2	απερίσκεπτος		Επίθετο					
	0	0	C2	απέριττος		Επίθετο					
5848	0	0	C2	απεσταλμένος		Μετοχή					
2469	2070	0,036033432	B1	απευθείας		Επίρρημα					
5955	0	0	C2	απευθύνομαι		Ρήμα					
1283	4678	0,081432075	A2	απευθύνω		Ρήμα					
2421	2130	0,037077879	B1	απέχω		Ρήμα					
3386	1371	0,023865621	B2	απίθανος		Επίθετο					
1528	3899	0,067871668	A2	απίστευτος		Επίθετο					
	0	0	C2	άπιστος		Επίθετο					
151	29169	0,507758059	A1	απλά		Επίρρημα					
	0	0	C2	απλοποιώ		Ρήμα					
372	15125	0,263287759	A1	απλός		Επίθετο					
1902	2928	0,050969029	A2	απλώνω		Ρήμα					
	0	0	C2	απλώς		Επίρρημα					
7	756239	13,16419646	A1	από	από κοντά, από κοινού, από πίσω	Πρόθεση, Έκφραση					
5482	0	0	C2	από 	από εδώ, από δω	Πρόθεση, Έκφραση					
